LotNumber,ParentLotNumber,UniqueIdentifier,HubCode,Title1,Title2,Title3,PostLotText,PreLotText,Description,Provenance,Literature,Exhibited,PropertyOf,ConditionReport,LocationAndCollection,TaxesAndOtherCharges,ShippingAndDelivery,PaymentInformation,LotClosingInformation,NoteToBuyer,LotEssay,LotNotes,AdditionalChargeDetails,EstimateLowerLimit,EstimateHigherLimit,ShippingBand,Images,MainImage,VideoImages,VideoLinks,MainVideo,RotateableImageUri,Auctiontype,IsFeatured,StartDate,EndDate,StartingBidAmount,Reserve,Height,Width,RelativeSizeImage,PackageHeight,PackageWidth,PackageDepth,PackageWeight,CountryOfOrigin,DateOfManufacture,HsCode,TaxType,VendorType,FPSHammer,FPSTotalSalePrice,Category,ArtistsResaleRightsSet,RelatedLots,ShippingCostBasedOnQuantity,Quantity,UnitType,ShippingConsolidation,ShippingSurcharge,AvailableStartDate,AvailableEndDate,Hidden,Position,OfferStartDate,DisplayDate,ConsignorType,LiveAuctionLot,DutyCode,VolumeCount,EucrdApplicable,Material / Technique,Type,Artist / Maker
217,,23805.217,PAR,BROCHE ÉMERAUDES ET DIAMANTS FIN DU XIXe SIÈCLE,,,,,"Emerald, square and fancy-cut emeralds, old and single-cut diamonds, 14k yellow gold (customs mark) and silver, circa 1880<br><br>Gem Paris, 2025, report n°.20241977940-3: Colombia, minor oil<br><br>Main emerald: with an approximate total weight of 4.50-5.50 carats<br><br>Size/Dimensions: 7.3 x 5.5 cm<br>Gross weight: 29.0 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold and silver. Fitted with a single pinstem clipback.<br>- Emeralds: with typical inclusions, minor chips at the junction of the table's facets.<br>- Diamonds: on average I to J color, SI clarity. Colour has been gauged as far as the mounting permits. With chips at the junction of the table's facets and at the girdle.<br>- Please refer to the Conditions of Sale for further information regarding coloured stones.",,,,,,,,,,15000,20000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 11:36:00,10000,10000,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,emerald;diamond,brooch,
218,,23805.218,PAR,BROCHE PIERRES DE COULEUR ET DIAMANTS,,,,,"Round coloured sapphires, round, oval and fancy-shaped sapphires and topazs, plique-à-jour light blue enamel, old and rose-cut diamonds, 14k and 18k yellow gold, silver (customs marks)<br><br>Size/Dimensions: 8.5 x 5.5 cm<br>Gross weight: 25.8 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold, oxidation stains on silver. Fitted with a single pinstem. <br>- Coloured sapphires: with typical inclusions, minor chips at the junction of the table's facets.<br>- Sapphires: with typical inclusions, minor chips at the junction of the table's facets. <br>- Topazs: with typical inclusions, minor chips at the junction of the table's facets.<br>- Enamel: in good condition, with minor scratches at surface.<br>- Diamonds: on average I to K colour, SI clarity. Colour has been gauged as far as the yellow mounting permits. With chips at the junction of the table's facets.<br>- Please refer to the Conditions of Sale for further information regarding coloured stones.",,,,,,,,,,6000,8000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 11:37:00,4000,4000,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,sapphire;diamond;gold,brooch,
219,,23805.219,PAR,BAGUE ÉMERAUDE ET DIAMANTS,,,,,"Rectangular step-cut emerald, brilliant-cut diamonds, 18k yellow gold (French and French customs mark), French maker’s mark<br><br>Gem Paris, 2025, report n°.20201975408: Colombia, minor oil<br><br>Emerald: with an approximate weight of 2.00-2.30 carats<br>Diamonds: with an approximate total weight of 1.90-2.10 carats<br><br>Size/Dimensions: FR ring size: 48 / US ring size: 4<sup>1</sup>⁄<sub>2</sub><br>Gross weight: 6.2 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold. Fitted with bead recizers.<br>- Additional marks: French maker’s mark unidentifiable and partially erased.<br>- Emeralds: with typical inclusions, minor chips at the junction of the table's facets.<br>- Diamonds: on average G color, VS clarity. Colour has been gauged as far as the mounting permits. With chips at the junction of the table's facets and at the girdle.<br>- Please refer to the Conditions of Sale for further information regarding coloured stones.",,,,,,,,,,5000,7000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 11:38:00,100,5000,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,emerald;diamond;gold,ring,
220,,23805.220,PAR,BROCHE DIAMANTS FIN DU XIXe SIÈCLE,,,,,"Old and rose-cut diamonds, 18k yellow gold and silver (French customs marks), circa 1880<br><br>Main diamonds: weighing approximately 0.90-1.10 carat and 0.35-0.45 carat<br><br>Size/Dimensions: 7.0 x 5.4 cm<br>Gross weight: 20.1 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold and silver, oxidation stains. Fitted with a double pinstem clipback and a security chainlet.<br>- Diamonds: on average I to K color, SI clarity. Colour has been gauged as far as the mounting permits. With chips at the junction of the table's facets and at the girdle.",,,,,,,,,,6000,8000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 11:39:00,4000,4000,0,0,,,,,,Germany,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,diamond;gold;silver,brooch,
221,,23805.221,PAR,BROCHE TRANSFORMABLE PERLES FINES ET DIAMANTS MILIEU DU XIXe SIÈCLE,,,,,"The pin can be removed to insert two hairpin elements<br><br>Drop-shaped natural pearls, rose-cut diamonds, 18k yellow gold (French mark) and silver, French maker’s mark, circa 1850, fitted case<br><br>LFG, 2025, report n°418467: 3 saltwater natural pearls, approximately 10.0-10.4 x 13.9 mm, 11.8-13.4 x 17.6 mm, 10.1-10.2 x 15.0 mm, no indication of treatment<br><br>Size/Dimensions: 11.7 x 5.0 cm <br>Gross Weight: 35.9 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold and silver, stains of oxidation. Fitted with a single pinstem clipback. The branches supporting the pearls move and appear alive.<br>- Natural pearls: white slightly silver bodycolor, good luster (LFG certificate) and typical variations to nacre. With some typical blemishes and some lack of nacre and scratches at surface. Half-drilled.<br>- Diamonds: on average I to J color, SI clarity. Colour has been gauged as far as the mounting permits. With chips at the junction of the table's facets and at the girdle.",,,,,,,,,,80000,120000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 11:40:00,80000,80000,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,pearl;diamond;gold,brooch,
222,,23805.222,PAR,VAN CLEEF & ARPELS BAGUE RUBIS ET DIAMANTS,,,,,"Oval ruby of 6.269 carats, baguette, half-moon-shaped diamonds, platinum and 18k yellow gold (French marks), maker’s mark (Van Cleef & Arpels), signed V.C.A <br><br>SSEF, 2025, report n°.146634: 6.269 carats, Burma (Myanmar), no indications of heating<br><br>Diamonds: with an approximate total weight of 1.60-1.90 carat<br><br>Size/Dimensions: FR ring size: 54 / US ring size: 6<sup>3</sup>⁄<sub>4</sub><br>Gross weight: 5.2 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold and platinum. <br>- Additional marks: PT950.<br>- Ruby: with typical inclusions, minor chips at the junction of the table's facets, a large crack on the side of the stone culet.<br>- Diamonds: with chips at the junction of the table's facets.<br>- Please refer to the Conditions of Sale for further information regarding coloured stones.",,,,,,,,,,300000,500000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 11:41:00,300000,300000,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,ruby;diamond;gold,ring,Van Cleef & Arpels
223,,23805.223,PAR,"CASTELLANI BROCHE TRANSFORMABLE FIN XIXe SIÈCLE NÉORENAISSANCE ÉMERAUDES, SAPHIR DE COULEUR, ÉMAIL ET DIAMANTS",,,,,"The dangling part detachable<br><br>Heart and rectangular-shaped emeralds, rectangular coloured sapphire, black, white and dark orange enamels, old-cut diamonds, 18k yellow gold (customs mark), circa 1880, unsigned fitted case<br><br>Size/Dimensions: 9.2 cm<br>Gross weight: 45.1 grams<br>",,"Cf. WEBER SOROS Susan, WALKER Stefanie, <i>Castellani and Italian Archeological Jewelry</i>, Yale University Press, 2004, fig.138 for similar brooch.<br><br>Cf. WEBER SOROS Susan, WALKER Stefanie, <i>Castellani and Italian Archeological Jewelry</i>, Yale University Press, 2004, fig.142 for similar brooch.<br><br>Cf. WEBER SOROS Susan, WALKER Stefanie, <i>Castellani and Italian Archeological Jewelry</i>, Yale University Press, 2004, fig.4-26 for similar brooch.<br><br>Cf. WEBER SOROS Susan, WALKER Stefanie, <i>Castellani and Italian Archeological Jewelry</i>, Yale University Press, 2004, fig.4-24 for similar brooch.",,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold, oxidation stains. Fitted with a single pinstem clipback.<br>- Emeralds: with typical inclusions, minor chips at the junction of the table's facets.<br>- Coloured sapphire : with typical inclusions, minor chips at the junction of the table's facets.<br>- Diamonds: with chips at the junction of the table's facets and at the girdle.<br>- Enamel: in good condition, minor scratches at surface.<br>- Please refer to the Conditions of Sale for further information regarding coloured stones.",,,,,,,,,,25000,35000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 11:42:00,24000,25000,0,0,,,,,,Italy,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,diamond;emerald,brooch,Castellani
224,,23805.224,PAR,CHAUMET EXCEPTIONNEL COLLIER TROIS RANGS PERLES FINES ET DIAMANTS,,,,,"Comprising three rows of saltwater natural pearls<br><br>Round to roundish and oval natural pearls, rectangular and round brilliant-cut diamonds, 18k white gold (customs mark), signed Chaumet Paris, Chaumet fitted case <br><br>SSEF, 2025, report n°.143256: 191 saltwater natural pearls, approximately 5.80-7.30-10.45-7.00-.55 mm (A), approximately 5.60-7.25-10.35-7.05-5.40 mm (B), approximately 5.40-7.05-9.70-7.25-5.45 mm (C)<br>Appendix letter n°.143256: Exceptional Pearl Necklace<br><br>Diamonds: with an approximate total weight of 0.60-0.80 carat<br><br>Size/Dimensions: 45.5 cm<br>Gross weight: 105.6 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold. Fitted with concealed and secured chainlet.<br>- Additional marks: 750, OR 750 (on security chainlet).<br>- Natural pearls: of slightly cream to light cream bodycolour, partly with rosé and green overtones (SSEF report), good luster and typical variations to nacre. With some typical blemishes and some lack of nacre and scratches at surface. Drilled<br>- Diamonds: with minor chips at the junction of the table's facets.",,,,,,,,,,400000,600000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 11:43:00,400000,400000,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,pearl;diamond,necklace,
225,,23805.225,PAR,BAGUE DIAMANTS,,,,,"Brilliant-cut diamond of 3.01 carats and brilliant-cut diamonds, 18k yellow gold (customs mark) <br><br>LFG, 2024, report n°.413002: 3.01 carats, F color, VVS2 clarity, medium fluorescence<br><br>Remaining diamonds: with an approximate total weight of 0.50-0.70 carat <br><br>Size/Dimensions: FR ring size: 51 / US ring size: 5<sup>1</sup>⁄<sub>2</sub> <br>Gross weight: 8.5 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear, with scratches and abrasions throughout gold. <br>- Additional marks: 750. <br>- Diamond: with minor chips at the junction of the table's facets and at the girdle.",,,,,,,,,,25000,30000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 11:44:00,24000,24000,0,0,,,,,,Germany,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,diamond;gold,ring,
226,,23805.226,PAR,ENSEMBLE DE 93 ÉMERAUDES SUR PAPIER,,,,,"Oval emeralds from 0.29 carat et 0.66 carat<br><br>Gem Paris, 2025, report n°.20261978192-6 (6 emeralds tested): Zimbabwe, minor to moderate oil<br>Emeralds: with a total weight of 37.62 carats<br><br>Gross weight: 7.5 grams<br>",,,,,"- Emeralds: with typical inclusions, minor chips and cracks at the junction of the table's facets and at the girdle. Weight of each stone: 0.45 carat; 0.32 carat; 0.31 carat; 0.32 carat; 0.39 carat; 0.48 carat; 0.38 carat; 0.32 carat; 0.33 carat; 0.34 carat; 0.45 carat; 0.33 carat; 0.31 carat; 0.41 carat; 0.53 carat; 0.33 carat; 0.38 carat; 0.32 carat; 0.33 carat; 0.41 carat; 0.35 carat; 0.36 carat; 0.35 carat; 0.32 carat; 0.39 carat; 0.54 carat; 0.36 carat; 0.42 carat; 0.55 carat; 0.37 carat; 0.52 carat; 0.57 carat; 0.59 carat; 0.33 carat; 0.55 carat; 0.43 carat; 0.46 carat; 0.52 carat; 0.57 carat; 0.44 carat; 0.37 carat; 0.32 carat; 0.32 carat; 0.34 carat; 0.39 carat; 0.57 carat; 0.46 carat; 0.33 carat; 0.55 carat; 0.43 carat; 0.42 carat; 0.29 carat; 0.43 carat; 0.49 carat; 0.66 carat; 0.34 carat; 0.46 carat; 0.47 carat; 0.34 carat; 0.39 carat; 0.29 carat; 0.32 carat; 0.33 carat; 0.44 carat; 0.38 carat; 0.45 carat; 0.33 carat; 0.37 carat; 0.46 carat; 0.45 carat; 0.37 carat; 0.38 carat; 0.53 carat; 0.46 carat; 0.41 carat; 0.38 carat; 0.38 carat; 0.42 carat; 0.50 carat; 0.39 carat; 0.43 carat; 0.34 carat; 0.43 carat; 0.32 carat; 0.40 carat; 0.38 carat; 0.47 carat; 0.31 carat; 0.37 carat; 0.35 carat; 0.36 carat; 0.34 carat; 0.49 carat.<br>- Please refer to the Conditions of Sale for further information regarding coloured stones.",,,,,,,,,,20000,25000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 11:45:00,20000,20000,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,emerald,unmounted,
227,,23805.227,PAR,VAN CLEEF & ARPELS BAGUE DIAMANTS,,,,,"Round brilliant-cut diamond of 4.40 carats and baguette diamonds, platinum (French mark), signed Van Cleef & Arpels, numbered (special order)<br><br>GIA, 2025, report n°.2235597606: 4.40 carats, K color, VVS1 clarity, no fluorescence<br><br>Size/Dimensions: FR ring size: 51 / US ring size: 5<sup>1</sup>⁄<sub>2</sub><br>Gross weight: 4.9 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout platinum. <br>- Diamonds: with minor chips at the junction of the table's facets.",,,,,,,,,,60000,80000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 11:46:00,60000,60000,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,diamond;platinum,ring,Van Cleef & Arpels
228,,23805.228,PAR,NO RESERVE - IWC 'DA VINCI PERTUAL CALENDAR' REFERENCE IW3750,,,<i><b>• This lot is offered without reserve. </b></i><i><br></i><b>• Lot proposé sans prix de réserve.</b>,,"18k white gold (Swiss marks), dial signed IWC Schaffhausen and case signed International Watch Co. Da Vinci, numbered, automatic movement, IWC fitted case<br><br>Size/Dimensions: bracelet 23.5 cm, dial diameter 30 mm, case diameter 40 mm <br>Gross weight: 93.0 grams<br><br><b>This endangered species strap is shown for display purposes only and is not for sale.</b><br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold. Fitted with a buckle clasp and a black leather bracelet. The watch was serviced by IWC in 2020 (invoice).<br>- Glass: in good condition, very minor scratches at surface.<br>- Case: signed International Watch Co. Da Vinci, 750. <br>- Dial: IWC Schaffhausen.<br>- Movement is working at time of cataloguing. The movement has not been tested for accuracy. A service is highly recommended.<br>- Please note that working order and time keeping cannot be guaranteed at time of purchase. Please refer to the Conditions of Sale further information regarding all clocks and watches.",,,,,,,,,,6000,10000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 11:47:00,100,100,0,0,,,,,,Switzerland,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,,,
229,,23805.229,PAR,BULGARI SAC DU SOIR OR ET DIAMANT ‘MELONE’,,,,,"Round diamond, 18k yellow and white gold (Italian marks), signed Bulgari N.Y, Italian maker’s mark<br><br>Diamond: weighing approximately 0.70-0.80 carat<br><br>Size/Dimensions: 16.0 x 11.5 cm<br>Gross weight: 556.2 grams<br>",,,,,"-Overall condition: good. Shows normal signs of wear with minor abrasions throughout gold. Opening on two compartments and a mirror.<br>- Additional marks: 18K, ITALY, 750, Italian maker’s mark (*26 AL).<br>- Mirror: in fair condition, multiple black spots all over the mirror surface.<br>-Diamond: with chips at the junction of the table's facets and at the girdle.",,,,,,,,,,15000,20000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 11:48:00,15000,15000,0,0,,,,,,Italy,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,gold;diamond,Evening bag,Bulgari
230,,23805.230,PAR,BAGUE ÉMERAUDE ET DIAMANTS,,,,,"Octagonal step-cut emerald of 2.83 carats, marquise and baguette diamonds, 18k yellow and white gold (customs mark)<br><br>Gübelin, 2024, report n°.24090113: 2.83 carats, Colombia, indications of minor clarity enhancement; 84.2 Gübelin points, Superior<br><br>Size/Dimensions: FR ring size: 55<sup>1</sup>⁄<sub>2</sub> / US ring size: 7<sup>1</sup>⁄<sub>4</sub><br>Gross weight: 7.6 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold.<br>- Emerald: with typical inclusions, minor chips at the junction of the table's facets.<br>- Diamonds: with chips at the junction of the table's facets and at the girdle.<br>- Please refer to the Conditions of Sale for further information regarding coloured stones.",,,,,,,,,,20000,40000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 11:49:00,10000,10000,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Organization,FALSE,,,TRUE,emerald;diamond;gold,ring,
231,,23805.231,PAR,ALDO CIPULLO POUR CARTIER PAIRE DE BOUCLES D'OREILLES OR,,,,,"18k yellow gold (customs marks), signed Cartier, Aldo Cipullo, circa 1970<br><br>Size/Dimensions: 2.6 x 2.6 cm<br>Gross weight: 27.4 grams<br>",,"Aldo Cipullo (1935–1984) was an Italian-American jewelry designer renowned for his modern and bold creations. Trained from a young age in his family's workshop in Italy, he later perfected his craft in Florence before moving to New York in the 1960s. He worked for prestigious houses such as David Webb and Tiffany & Co. before joining Cartier in 1969.<br><br>At Cartier, Cipullo made history by creating two of the maison’s most iconic pieces: the Love bracelet (1969) — a symbol of enduring love that locks with a special screwdriver — and the Juste un Clou collection (1971), where he transformed an ordinary nail into a chic and subversive piece of jewelry. His innovative approach, blending contemporary symbols with industrial forms, revolutionized the traditional codes of luxury jewelry.<br><br>In 1974, Cipullo founded his own workshop, Aldo Cipullo Ltd., continuing to explore modern themes with creations inspired by currency, tools, and popular iconography. Although he passed away young, at the age of 48, his style remains a major reference in the history of contemporary jewelry.",,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold. Fitted with clip backs for non-pierced ears.<br>- Additional marks: 1970, ©, 18K.",,,,,,,,,,5000,8000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 11:50:00,5000,5000,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,gold,earrings,Cartier
